4date, time, error_type, function
2022/06/16, 14:46:13, already_in_channel, invite_action
2022/06/16, 16:31:07, not_in_channel, invite_action
2022/06/16, 16:31:10, not_in_channel, invite_action
2022/06/16, 18:10:50, not_in_channel, invite_action
2022/06/16, 18:10:50, already_in_channel, invite_action
2022/06/16, 18:10:50, already_in_channel, invite_action
2022/06/16, 18:10:53, already_in_channel, invite_action
2022/06/16, 18:10:56, already_in_channel, invite_action
2022/06/16, 22:41:21+09:00:00, expired_trigger_id, command_execution
2022/06/16, 22:41:21+09:00:00, expired_trigger_id, command_execution
2022/06/17, 00:22:52, already_in_channel, invite_action
2022/06/17, 00:23:39, not_in_channel, invite_action
2022/06/17, 01:02:20, not_in_channel, invite_action
2022/06/17, 01:08:35+09:00:00, channel_not_found, make
2022/06/17, 01:08:40+09:00:00, channel_not_found, make
2022/06/17, 01:08:54+09:00:00, channel_not_found, make
2022/06/17, 01:09:05+09:00:00, channel_not_found, make
2022/06/17, 01:09:22+09:00:00, channel_not_found, make
2022/06/17, 01:09:25+09:00:00, channel_not_found, make
2022/06/17, 01:28:33, already_in_channel, invite_action
2022/06/17, 01:46:35, already_in_channel, invite_action
2022/06/17, 01:54:45, already_in_channel, invite_action
2022/06/17, 01:54:56, already_in_channel, invite_action
2022/06/17, 01:56:38, not_in_channel, invite_action
2022/06/17, 02:10:56, not_in_channel, invite_action
2022/06/17, 02:32:24+09:00:00, expired_trigger_id, command_execution
2022/06/17, 02:32:24+09:00:00, expired_trigger_id, command_execution
2022/06/17, 02:37:20, already_in_channel, invite_action
2022/06/17, 03:04:15, already_in_channel, invite_action
2022/06/17, 03:11:48, not_in_channel, invite_action
2022/06/17, 03:24:50, already_in_channel, invite_action
2022/06/17, 03:25:08, already_in_channel, invite_action
2022/06/17, 03:29:58, already_in_channel, invite_action
2022/06/17, 03:30:00, already_in_channel, invite_action
2022/06/17, 03:30:00, already_in_channel, invite_action
2022/06/17, 03:30:04, already_in_channel, invite_action
2022/06/17, 03:30:58, already_in_channel, invite_action
2022/06/17, 04:07:15, not_in_channel, invite_action
2022/06/17, 04:08:08, not_in_channel, invite_action
2022/06/17, 04:55:56+09:00:00, expired_trigger_id, command_execution
2022/06/17, 04:55:56+09:00:00, expired_trigger_id, command_execution
2022/06/17, 05:11:36+09:00:00, expired_trigger_id, command_execution
2022/06/17, 05:11:36+09:00:00, expired_trigger_id, command_execution
2022/06/17, 05:11:36+09:00:00, expired_trigger_id, command_execution
2022/06/17, 05:18:46, channel_not_found, global
2022/06/17, 05:18:52, channel_not_found, global
2022/06/17, 05:18:58, channel_not_found, global
2022/06/17, 05:19:56+09:00:00, channel_not_found, make
2022/06/17, 05:29:18, not_in_channel, invite_action
2022/06/17, 05:29:21, not_in_channel, invite_action
2022/06/17, 05:56:34, not_in_channel, invite_action
2022/06/17, 06:11:12, already_in_channel, invite_action
2022/06/17, 06:11:12, already_in_channel, invite_action
2022/06/17, 06:11:12, already_in_channel, invite_action
2022/06/17, 06:13:14, already_in_channel, invite_action
2022/06/17, 06:14:06, not_in_channel, invite_action
2022/06/17, 06:16:26, already_in_channel, invite_action
2022/06/17, 07:51:02, not_in_channel, invite_action
2022/06/17, 07:51:19, not_in_channel, invite_action
2022/06/17, 07:51:23, not_in_channel, invite_action
2022/06/17, 08:00:12, not_in_channel, invite_action
2022/06/17, 08:00:18, already_in_channel, invite_action
2022/06/17, 08:00:42, already_in_channel, invite_action
2022/06/17, 17:45:33, already_in_channel, invite_action
2022/06/18, 06:02:59, already_in_channel, invite_action
2022/06/18, 15:07:47, already_in_channel, invite_action
2022/06/18, 23:03:55, already_in_channel, invite_action
2022/06/18, 23:03:55, already_in_channel, invite_action
2022/06/18, 23:03:57, already_in_channel, invite_action
2022/06/18, 23:04:01, already_in_channel, invite_action
2022/06/19, 06:52:39, already_in_channel, invite_action
2022/06/19, 06:52:59+09:00:00, expired_trigger_id, command_execution
2022/06/19, 06:54:54, not_in_channel, invite_action
2022/06/19, 06:59:19, already_in_channel, invite_action
2022/06/19, 06:59:23, already_in_channel, invite_action
2022/06/19, 06:59:24, already_in_channel, invite_action
2022/06/19, 06:59:25, already_in_channel, invite_action
2022/06/19, 06:59:25, already_in_channel, invite_action
2022/06/19, 06:59:25, already_in_channel, invite_action
2022/06/19, 06:59:34, already_in_channel, invite_action
2022/06/19, 06:59:58, already_in_channel, invite_action
2022/06/19, 07:00:04, already_in_channel, invite_action
2022/06/19, 07:00:12, already_in_channel, invite_action
2022/06/19, 07:00:16, already_in_channel, invite_action
2022/06/19, 07:00:52, already_in_channel, invite_action
2022/06/19, 07:00:55, already_in_channel, invite_action
2022/06/19, 07:03:26, not_in_channel, invite_action
2022/06/19, 07:03:40, already_in_channel, invite_action
2022/06/19, 07:03:51, already_in_channel, invite_action
2022/06/19, 07:03:53, already_in_channel, invite_action
2022/06/19, 07:09:04, already_in_channel, invite_action
2022/06/19, 07:18:37, already_in_channel, invite_action
2022/06/19, 08:08:00, already_in_channel, invite_action
2022/06/19, 08:08:00, already_in_channel, invite_action
2022/06/19, 08:37:21, already_in_channel, invite_action
2022/06/19, 09:11:04, not_in_channel, invite_action
2022/06/19, 09:11:08, not_in_channel, invite_action
2022/06/19, 10:32:43, already_in_channel, invite_action
2022/06/19, 10:56:05, already_in_channel, invite_action
2022/06/19, 11:32:55, already_in_channel, invite_action
2022/06/19, 11:46:03, already_in_channel, invite_action
2022/06/19, 14:47:10, already_in_channel, invite_action
2022/06/19, 15:54:20, already_in_channel, invite_action
2022/06/19, 15:54:33, already_in_channel, invite_action
2022/06/19, 23:45:52, already_in_channel, invite_action
2022/06/20, 02:14:11, already_in_channel, invite_action
2022/06/20, 02:14:26, already_in_channel, invite_action
2022/06/20, 02:14:49, already_in_channel, invite_action
2022/06/20, 02:15:14, already_in_channel, invite_action
2022/06/20, 02:16:01, already_in_channel, invite_action
2022/06/20, 02:16:37, not_in_channel, invite_action
2022/06/20, 02:29:31, not_in_channel, invite_action
2022/06/20, 02:52:35, already_in_channel, invite_action
2022/06/20, 02:52:35, already_in_channel, invite_action
2022/06/20, 02:52:36, already_in_channel, invite_action
2022/06/20, 02:52:42, already_in_channel, invite_action
2022/06/20, 03:01:04, already_in_channel, invite_action
2022/06/20, 03:01:06, already_in_channel, invite_action
2022/06/20, 03:01:13, already_in_channel, invite_action
2022/06/20, 03:01:18, already_in_channel, invite_action
2022/06/20, 03:01:20, already_in_channel, invite_action
2022/06/20, 03:01:21, already_in_channel, invite_action
2022/06/20, 03:07:43, already_in_channel, invite_action
2022/06/20, 03:07:54, already_in_channel, invite_action
2022/06/20, 03:08:08, already_in_channel, invite_action
2022/06/20, 03:14:19, not_in_channel, invite_action
2022/06/20, 03:14:30, not_in_channel, invite_action
2022/06/20, 03:16:26, already_in_channel, invite_action
2022/06/20, 03:54:24, not_in_channel, invite_action
2022/06/20, 03:54:31, not_in_channel, invite_action
2022/06/20, 03:54:36, already_in_channel, invite_action
2022/06/20, 03:54:40, already_in_channel, invite_action
2022/06/20, 03:55:01, already_in_channel, invite_action
2022/06/20, 03:55:28, already_in_channel, invite_action
2022/06/20, 03:56:16, not_in_channel, invite_action
2022/06/20, 04:24:14, not_in_channel, invite_action
2022/06/20, 04:49:10, already_in_channel, invite_action
2022/06/20, 04:49:12, already_in_channel, invite_action
2022/06/20, 04:49:45, already_in_channel, invite_action
2022/06/20, 04:49:46, already_in_channel, invite_action
2022/06/20, 04:51:15, already_in_channel, invite_action
2022/06/20, 05:22:51, not_in_channel, invite_action
2022/06/20, 05:23:15, already_in_channel, invite_action
2022/06/20, 05:25:44, not_in_channel, invite_action
2022/06/20, 05:25:57, not_in_channel, invite_action
2022/06/20, 06:36:10, not_in_channel, invite_action
2022/06/20, 06:36:10, not_in_channel, invite_action
2022/06/20, 06:36:10, not_in_channel, invite_action
2022/06/20, 06:36:10, not_in_channel, invite_action
2022/06/20, 06:49:43, already_in_channel, invite_action
2022/06/20, 06:49:56, already_in_channel, invite_action
2022/06/20, 07:30:11, not_in_channel, invite_action
2022/06/20, 07:30:44, not_in_channel, invite_action
2022/06/20, 07:30:48, not_in_channel, invite_action
2022/06/20, 07:30:49, not_in_channel, invite_action
2022/06/20, 09:53:52, not_in_channel, invite_action
2022/06/20, 10:38:39, already_in_channel, invite_action
2022/06/20, 11:03:41, not_in_channel, invite_action
2022/06/20, 11:58:56, not_in_channel, invite_action
2022/06/20, 15:30:22, already_in_channel, invite_action
2022/06/20, 15:30:29, already_in_channel, invite_action
2022/06/20, 15:30:30, already_in_channel, invite_action
2022/06/20, 15:30:31, already_in_channel, invite_action
2022/06/20, 15:30:32, already_in_channel, invite_action
2022/06/20, 15:30:35, already_in_channel, invite_action
2022/06/20, 15:36:30, not_in_channel, invite_action
2022/06/20, 15:36:42, not_in_channel, invite_action
2022/06/20, 15:39:23, already_in_channel, invite_action
2022/06/20, 17:14:17, already_in_channel, invite_action
2022/06/21, 04:17:53+09:00:00, expired_trigger_id, command_execution
2022/06/21, 07:05:32, already_in_channel, invite_action
2022/06/21, 07:21:16, already_in_channel, invite_action
2022/06/21, 07:22:23, not_in_channel, invite_action
2022/06/21, 07:22:27, not_in_channel, invite_action
2022/06/21, 07:22:39, not_in_channel, invite_action
2022/06/21, 07:22:50, not_in_channel, invite_action
2022/06/21, 07:26:17, already_in_channel, invite_action
2022/06/21, 10:55:40, already_in_channel, invite_action
2022/06/22, 01:35:14, already_in_channel, invite_action
2022/06/22, 01:36:16, already_in_channel, invite_action
2022/06/22, 02:04:45, already_in_channel, invite_action
2022/06/22, 02:36:36, not_in_channel, invite_action
2022/06/22, 03:40:09, already_in_channel, invite_action
2022/06/22, 03:40:15, already_in_channel, invite_action
2022/06/22, 03:59:52, not_in_channel, invite_action
2022/06/22, 04:00:51, not_in_channel, invite_action
2022/06/22, 07:24:36, already_in_channel, invite_action
2022/06/22, 07:24:36, already_in_channel, invite_action
2022/06/22, 07:24:36, already_in_channel, invite_action
2022/06/22, 07:24:36, already_in_channel, invite_action
2022/06/22, 07:37:22, already_in_channel, invite_action
2022/06/22, 07:38:43, already_in_channel, invite_action
2022/06/22, 07:42:30, not_in_channel, invite_action
2022/06/22, 09:50:51, already_in_channel, invite_action
2022/06/22, 10:02:35, already_in_channel, invite_action
2022/06/22, 10:02:45, already_in_channel, invite_action
2022/06/22, 10:02:48, already_in_channel, invite_action
2022/06/22, 10:02:58, already_in_channel, invite_action
2022/06/22, 14:41:33, not_in_channel, invite_action
2022/06/22, 14:44:19, already_in_channel, invite_action
2022/06/22, 14:52:32, already_in_channel, invite_action
2022/06/22, 14:52:49, already_in_channel, invite_action
2022/06/22, 14:52:53, already_in_channel, invite_action
2022/06/22, 15:20:01, already_in_channel, invite_action
2022/06/22, 15:20:13, already_in_channel, invite_action
2022/06/22, 15:20:52, already_in_channel, invite_action
2022/06/22, 18:39:56, not_in_channel, invite_action
2022/06/22, 18:40:20, not_in_channel, invite_action
2022/06/23, 03:35:13, already_in_channel, invite_action
2022/06/23, 04:37:57, already_in_channel, invite_action
2022/06/23, 04:37:59, already_in_channel, invite_action
2022/06/23, 04:38:05, already_in_channel, invite_action
2022/06/23, 23:08:08+09:00:00, expired_trigger_id, command_execution
2022/06/23, 23:08:08+09:00:00, expired_trigger_id, command_execution
2022/06/23, 23:08:08+09:00:00, expired_trigger_id, command_execution
2022/06/23, 23:08:08+09:00:00, expired_trigger_id, command_execution
2022/06/23, 23:08:10, is_archived, invite_action
2022/06/23, 23:08:19, is_archived, invite_action
2022/06/24, 00:06:21, not_in_channel, invite_action
2022/06/24, 00:06:21, not_in_channel, invite_action
2022/06/24, 01:49:07, already_in_channel, invite_action
2022/06/24, 02:00:11, already_in_channel, invite_action
2022/06/24, 02:00:31, already_in_channel, invite_action
2022/06/24, 03:12:06, already_in_channel, invite_action
2022/06/24, 03:12:15, already_in_channel, invite_action
2022/06/24, 03:29:16, already_in_channel, invite_action
2022/06/24, 03:33:19, already_in_channel, invite_action
2022/06/24, 03:54:27, already_in_channel, invite_action
2022/06/24, 05:48:52, already_in_channel, invite_action
2022/06/24, 06:28:59+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:16+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:16+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:56:17+09:00:00, expired_trigger_id, command_execution
2022/06/24, 06:59:41, already_in_channel, invite_action
2022/06/24, 07:01:06, already_in_channel, invite_action
2022/06/24, 07:01:49, not_in_channel, invite_action
2022/06/24, 08:25:26+09:00:00, expired_trigger_id, command_execution
2022/06/24, 10:05:09+09:00:00, expired_trigger_id, command_execution
2022/06/24, 10:05:09+09:00:00, expired_trigger_id, command_execution
2022/06/24, 11:14:58+09:00:00, expired_trigger_id, command_execution
2022/06/24, 11:14:58+09:00:00, expired_trigger_id, command_execution
2022/06/24, 12:37:04+09:00:00, expired_trigger_id, command_execution
2022/06/24, 13:27:50+09:00:00, expired_trigger_id, command_execution
2022/06/24, 14:01:15+09:00:00, expired_trigger_id, command_execution
2022/06/24, 14:39:17, already_in_channel, invite_action
2022/06/24, 14:39:24, already_in_channel, invite_action
2022/06/24, 15:16:55, already_in_channel, invite_action
2022/06/24, 23:40:52, user_not_found, global
2022/06/24, 23:40:58, user_not_found, global
2022/06/24, 23:41:05, user_not_found, global
2022/06/24, 23:41:23, user_not_found, global
2022/06/24, 23:41:29, user_not_found, global
2022/06/24, 23:41:37, user_not_found, global
2022/06/25, 08:55:48, not_in_channel, invite_action
2022/06/25, 15:27:59, already_in_channel, invite_action
2022/06/25, 15:28:16, already_in_channel, invite_action
2022/06/25, 15:28:39, already_in_channel, invite_action
2022/06/25, 23:55:03, already_in_channel, invite_action
2022/06/25, 23:55:03, already_in_channel, invite_action
2022/06/25, 23:55:03, already_in_channel, invite_action
2022/06/26, 01:11:42+09:00:00, expired_trigger_id, command_execution
2022/06/26, 01:11:42+09:00:00, expired_trigger_id, command_execution
2022/06/26, 01:11:42+09:00:00, expired_trigger_id, command_execution
2022/06/26, 01:46:45+09:00:00, expired_trigger_id, command_execution
2022/06/26, 01:46:45+09:00:00, expired_trigger_id, command_execution
2022/06/26, 01:46:45, already_in_channel, invite_action
2022/06/26, 01:46:45+09:00:00, expired_trigger_id, command_execution
2022/06/26, 07:17:01, already_in_channel, invite_action
2022/06/26, 07:18:16, already_in_channel, invite_action
2022/06/26, 09:42:20, already_in_channel, invite_action
2022/06/26, 09:42:43, already_in_channel, invite_action
2022/06/26, 09:42:46, already_in_channel, invite_action
2022/06/26, 09:42:47, already_in_channel, invite_action
2022/06/26, 09:42:47, already_in_channel, invite_action
2022/06/26, 09:42:48, already_in_channel, invite_action
2022/06/26, 09:42:48, already_in_channel, invite_action
2022/06/26, 09:42:48, already_in_channel, invite_action
2022/06/26, 17:05:42, not_in_channel, invite_action
2022/06/26, 17:06:06, not_in_channel, invite_action
2022/06/27, 01:24:20, not_in_channel, invite_action
2022/06/27, 01:24:46, not_in_channel, invite_action
2022/06/27, 01:24:48, not_in_channel, invite_action
2022/06/27, 01:24:49, not_in_channel, invite_action
2022/06/27, 01:26:40, already_in_channel, invite_action
2022/06/27, 01:27:04, already_in_channel, invite_action
2022/06/27, 01:31:06, already_in_channel, invite_action
2022/06/27, 01:43:16, already_in_channel, invite_action
2022/06/27, 01:43:46, already_in_channel, invite_action
2022/06/27, 02:01:25, already_in_channel, invite_action
2022/06/27, 02:01:26, already_in_channel, invite_action
2022/06/27, 03:11:29, already_in_channel, invite_action
2022/06/27, 03:14:31, already_in_channel, invite_action
2022/06/27, 03:25:52, already_in_channel, invite_action
2022/06/27, 03:51:31, already_in_channel, invite_action
2022/06/27, 06:20:43, already_in_channel, invite_action
2022/06/27, 06:21:33, already_in_channel, invite_action
2022/06/27, 07:14:45, already_in_channel, invite_action
2022/06/27, 07:14:53, already_in_channel, invite_action
2022/06/27, 07:32:18, not_in_channel, invite_action
2022/06/27, 07:32:23, not_in_channel, invite_action
2022/06/27, 07:39:23, not_in_channel, invite_action
2022/06/27, 07:39:26, not_in_channel, invite_action
2022/06/27, 10:25:06, already_in_channel, invite_action
2022/06/27, 10:25:06, already_in_channel, invite_action
2022/06/27, 10:25:15, already_in_channel, invite_action
2022/06/27, 10:26:15, already_in_channel, invite_action
2022/06/27, 10:26:21, not_in_channel, invite_action
2022/06/27, 12:21:03, already_in_channel, invite_action
2022/06/27, 12:21:06, already_in_channel, invite_action
2022/06/27, 16:57:40, already_in_channel, invite_action
2022/06/28, 01:07:25+09:00:00, expired_trigger_id, command_execution
2022/06/28, 01:07:25+09:00:00, expired_trigger_id, command_execution
2022/06/28, 01:07:25+09:00:00, expired_trigger_id, command_execution
2022/06/28, 05:57:50, already_in_channel, invite_action
2022/06/28, 06:01:13, already_in_channel, invite_action
2022/06/28, 06:01:45, already_in_channel, invite_action
2022/06/28, 06:01:59, already_in_channel, invite_action
2022/06/28, 06:02:05, already_in_channel, invite_action
2022/06/28, 06:02:11, not_in_channel, invite_action
2022/06/28, 06:02:13, already_in_channel, invite_action
2022/06/28, 06:17:50, already_in_channel, invite_action
2022/06/28, 06:17:56, already_in_channel, invite_action
2022/06/28, 06:18:12, already_in_channel, invite_action
2022/06/28, 06:21:42, already_in_channel, invite_action
2022/06/28, 12:09:04, already_in_channel, invite_action
2022/06/28, 12:09:04, already_in_channel, invite_action
2022/06/28, 16:22:12, already_in_channel, invite_action
2022/06/28, 18:10:59, already_in_channel, invite_action
2022/06/28, 22:34:49, already_in_channel, invite_action
2022/06/28, 22:34:51, already_in_channel, invite_action
2022/06/28, 22:35:01, already_in_channel, invite_action
2022/06/29, 02:22:58, already_in_channel, invite_action
